Date,Open,High,Low,Close,,,,,,,,,,,,,,,,,,,,
03/28/2018,1000.75,1000.75,1000.75,1000.75,,,,,,,,,,,,,,,,,,,,
03/29/2018,1017,1017,1017,1017,,,,,,,,,,,,,,,,,,,,
04/02/2018,1005.75,1005.75,1005.75,1005.75,,,,,,,,,,,,,,,,,,,,
04/03/2018,1005.75,1005.75,1005.75,1005.75,,,,,,,,,,,,,,,,,,,,
04/04/2018,993.5,993.5,993.5,993.5,,,,,,,,,,,,,,,,,,,,
04/05/2018,1000,1000,1000,1000,,,,,,,,,,,,,,,,,,,,
04/06/2018,999.5,999.5,999.5,999.5,,,,,,,,,,,,,,,,,,,,
04/09/2018,999.75,999.75,999.75,999.75,,,,,,,,,,,,,,,,,,,,
04/10/2018,1004.5,1004.5,1004.5,1004.5,,,,,,,,,,,,,,,,,,,,
04/11/2018,1003.75,1003.75,1003.75,1003.75,,,,,,,,,,,,,,,,,,,,
04/12/2018,1001.25,1001.25,1001.25,1001.25,,,,,,,,,,,,,,,,,,,,
04/13/2018,998.75,998.75,998.75,998.75,,,,,,,,,,,,,,,,,,,,
04/16/2018,993.75,993.75,993.75,993.75,,,,,,,,,,,,,,,,,,,,
04/17/2018,995,995,995,995,,,,,,,,,,,,,,,,,,,,
04/18/2018,999.75,999.75,999.75,999.75,,,,,,,,,,,,,,,,,,,,
04/19/2018,1001,1001,1001,1001,,,,,,,,,,,,,,,,,,,,
04/20/2018,996,996,996,996,,,,,,,,,,,,,,,,,,,,
04/23/2018,994,994,994,994,,,,,,,,,,,,,,,,,,,,
04/24/2018,990.25,990.25,990.25,990.25,,,,,,,,,,,,,,,,,,,,
04/25/2018,992.25,992.25,992.25,992.25,,,,,,,,,,,,,,,,,,,,
04/26/2018,991.25,991.25,991.25,991.25,,,,,,,,,,,,,,,,,,,,
04/27/2018,1000,1000,1000,1000,,,,,,,,,,,,,,,,,,,,
04/30/2018,1000,1000,1000,1000,,,,,,,,,,,,,,,,,,,,
05/01/2018,1006.75,1006.75,1006.75,1006.75,,,,,,,,,,,,,,,,,,,,
05/02/2018,999,999,999,999,,,,,,,,,,,,,,,,,,,,
05/03/2018,999.25,999.25,999.25,999.25,,,,,,,,,,,,,,,,,,,,
05/04/2018,996.25,996.25,996.25,996.25,,,,,,,,,,,,,,,,,,,,
05/07/2018,983.5,983.5,983.5,983.5,,,,,,,,,,,,,,,,,,,,
05/08/2018,985.5,985.5,985.5,985.5,,,,,,,,,,,,,,,,,,,,
05/09/2018,982.25,982.25,982.25,982.25,,,,,,,,,,,,,,,,,,,,
05/10/2018,987,987,987,987,,,,,,,,,,,,,,,,,,,,
05/11/2018,983.75,983.75,983.75,983.75,,,,,,,,,,,,,,,,,,,,
05/14/2018,984.75,984.75,984.75,984.75,,,,,,,,,,,,,,,,,,,,
05/15/2018,984.75,984.75,984.75,984.75,,,,,,,,,,,,,,,,,,,,
05/16/2018,984,984,984,984,,,,,,,,,,,,,,,,,,,,
05/17/2018,983,983,983,983,,,,,,,,,,,,,,,,,,,,
05/18/2018,983,983,980.5,980.5,,,,,,,,,,,,,,,,,,,,
05/21/2018,997.5,997.5,997.5,997.5,,,,,,,,,,,,,,,,,,,,
05/22/2018,999,999,999,999,,,,,,,,,,,,,,,,,,,,
05/23/2018,1006.25,1006.25,1006.25,1006.25,,,,,,,,,,,,,,,,,,,,
05/24/2018,1003,1003,1003,1003,,,,,,,,,,,,,,,,,,,,
05/25/2018,1006,1006,1006,1006,,,,,,,,,,,,,,,,,,,,
05/29/2018,997.5,997.5,997.5,997.5,,,,,,,,,,,,,,,,,,,,
05/30/2018,998.25,998.25,998.25,998.25,,,,,,,,,,,,,,,,,,,,
05/31/2018,1000.5,1000.5,1000.5,1000.5,,,,,,,,,,,,,,,,,,,,
06/01/2018,1004.75,1004.75,1004.75,1004.75,,,,,,,,,,,,,,,,,,,,
06/04/2018,994.25,994.25,994.25,994.25,,,,,,,,,,,,,,,,,,,,
06/05/2018,998.25,998.25,998.25,998.25,,,,,,,,,,,,,,,,,,,,
06/06/2018,996.5,996.5,996.5,996.5,,,,,,,,,,,,,,,,,,,,
06/07/2018,990.5,990.5,990.5,990.5,,,,,,,,,,,,,,,,,,,,
06/08/2018,984.5,984.5,984.5,984.5,,,,,,,,,,,,,,,,,,,,
06/11/2018,976.25,976.25,976.25,976.25,,,,,,,,,,,,,,,,,,,,
06/12/2018,977.25,977.25,977.25,977.25,,,,,,,,,,,,,,,,,,,,
06/13/2018,975,975,968.5,968.5,,,,,,,,,,,,,,,,,,,,
06/14/2018,959.25,959.25,959.25,959.25,,,,,,,,,,,,,,,,,,,,
06/15/2018,949,949,949,949,,,,,,,,,,,,,,,,,,,,
06/18/2018,947.75,947.75,947.75,947.75,,,,,,,,,,,,,,,,,,,,
06/19/2018,936.25,936.25,936.25,936.25,,,,,,,,,,,,,,,,,,,,
06/20/2018,939.25,939.25,939.25,939.25,,,,,,,,,,,,,,,,,,,,
06/21/2018,930.75,930.75,930.75,930.75,,,,,,,,,,,,,,,,,,,,
06/22/2018,938.75,938.75,938.75,938.75,,,,,,,,,,,,,,,,,,,,
06/25/2018,921.75,921.75,921.75,921.75,,,,,,,,,,,,,,,,,,,,
06/26/2018,917.75,917.75,917.75,917.75,,,,,,,,,,,,,,,,,,,,
06/27/2018,919.25,919.25,919.25,919.25,,,,,,,,,,,,,,,,,,,,
06/28/2018,915.75,915.75,915.75,915.75,,,,,,,,,,,,,,,,,,,,
06/29/2018,912.75,912.75,912.75,912.75,,,,,,,,,,,,,,,,,,,,
07/02/2018,908.75,916.5,908.75,908.75,,,,,,,,,,,,,,,,,,,,
07/03/2018,906,909,906,906,,,,,,,,,,,,,,,,,,,,
07/05/2018,900.5,900.75,900,900.75,,,,,,,,,,,,,,,,,,,,
07/06/2018,900,930.75,900,929,,,,,,,,,,,,,,,,,,,,
07/09/2018,919.25,919.25,909,914.75,,,,,,,,,,,,,,,,,,,,
07/10/2018,917.75,919.75,913.5,917.75,,,,,,,,,,,,,,,,,,,,
07/11/2018,912,912.5,903,903.5,,,,,,,,,,,,,,,,,,,,
07/12/2018,900,908.5,899.75,905.25,,,,,,,,,,,,,,,,,,,,
07/13/2018,896.5,896.5,890.75,896.5,,,,,,,,,,,,,,,,,,,,
07/16/2018,911,911.75,893.75,904.75,,,,,,,,,,,,,,,,,,,,
07/17/2018,909,914.25,909,909,,,,,,,,,,,,,,,,,,,,
07/18/2018,910.75,913.75,907.25,910.75,,,,,,,,,,,,,,,,,,,,
07/19/2018,916.25,916.25,909,916.25,,,,,,,,,,,,,,,,,,,,
07/20/2018,918.25,920.5,913.25,918.25,,,,,,,,,,,,,,,,,,,,
07/23/2018,922,922.75,918.25,918.25,,,,,,,,,,,,,,,,,,,,
07/24/2018,916.5,928.5,914.5,926.75,,,,,,,,,,,,,,,,,,,,
07/25/2018,928.75,931.75,925.75,931,,,,,,,,,,,,,,,,,,,,
07/26/2018,932.5,945.75,925.75,927.75,,,,,,,,,,,,,,,,,,,,
07/27/2018,930,936.5,930,934.75,,,,,,,,,,,,,,,,,,,,
07/30/2018,939.75,943.75,939.75,939.75,,,,,,,,,,,,,,,,,,,,
07/31/2018,961,963.75,961,961,,,,,,,,,,,,,,,,,,,,
08/01/2018,950.75,950.75,948,950.75,,,,,,,,,,,,,,,,,,,,
08/02/2018,950.25,950.25,941.25,949.5,,,,,,,,,,,,,,,,,,,,
08/03/2018,953.25,953.25,937.25,953.25,,,,,,,,,,,,,,,,,,,,
08/06/2018,946,946,941.25,946,,,,,,,,,,,,,,,,,,,,
08/07/2018,952.25,956.25,950.5,955.75,,,,,,,,,,,,,,,,,,,,
08/08/2018,962.5,963.25,962.5,962.5,,,,,,,,,,,,,,,,,,,,
08/09/2018,959.75,961,955.25,956,,,,,,,,,,,,,,,,,,,,
08/10/2018,926.75,926.75,925.75,926.75,,,,,,,,,,,,,,,,,,,,
08/13/2018,929.75,931,921.25,929.75,,,,,,,,,,,,,,,,,,,,
08/14/2018,932.75,936.5,929,936.5,,,,,,,,,,,,,,,,,,,,
08/15/2018,933,937.25,932,933,,,,,,,,,,,,,,,,,,,,
08/16/2018,953.25,955.75,953.25,953.25,,,,,,,,,,,,,,,,,,,,
08/17/2018,944.75,950.75,940,947.75,,,,,,,,,,,,,,,,,,,,
08/20/2018,947.75,947.75,947.75,947.75,,,,,,,,,,,,,,,,,,,,
08/21/2018,945.25,949.75,945.25,945.25,,,,,,,,,,,,,,,,,,,,
08/22/2018,934.75,934.75,934.75,934.75,,,,,,,,,,,,,,,,,,,,
08/23/2018,919.5,919.5,919.5,919.5,,,,,,,,,,,,,,,,,,,,
08/24/2018,921.25,923.5,921.25,921.25,,,,,,,,,,,,,,,,,,,,
08/27/2018,911.5,919,911.25,919,,,,,,,,,,,,,,,,,,,,
08/28/2018,911.75,911.75,911.25,911.75,,,,,,,,,,,,,,,,,,,,
08/29/2018,914.5,919,914.5,914.5,,,,,,,,,,,,,,,,,,,,
08/30/2018,907,915.5,907,908.5,,,,,,,,,,,,,,,,,,,,
08/31/2018,920.75,921.5,920.5,921,,,,,,,,,,,,,,,,,,,,
09/04/2018,921,925.5,917,920.75,,,,,,,,,,,,,,,,,,,,
09/05/2018,916,916,915.25,916,,,,,,,,,,,,,,,,,,,,
09/06/2018,916.5,919.75,914.5,918,,,,,,,,,,,,,,,,,,,,
09/07/2018,923.25,924.25,917.5,923.25,,,,,,,,,,,,,,,,,,,,
09/10/2018,923.75,927.25,922.25,923,,,,,,,,,,,,,,,,,,,,
09/11/2018,914,915.75,908.25,909.75,,,,,,,,,,,,,,,,,,,,
09/12/2018,920,920,906.5,920,,,,,,,,,,,,,,,,,,,,
09/13/2018,915.5,923.25,915.5,915.5,,,,,,,,,,,,,,,,,,,,
09/14/2018,915.25,917.25,914.5,915.25,,,,,,,,,,,,,,,,,,,,
09/17/2018,913.75,917,910.5,914.25,,,,,,,,,,,,,,,,,,,,
09/18/2018,907.75,907.75,905,905.75,,,,,,,,,,,,,,,,,,,,
09/19/2018,916,918,915.75,916,,,,,,,,,,,,,,,,,,,,
09/20/2018,920.25,937.25,915.5,935.25,,,,,,,,,,,,,,,,,,,,
09/21/2018,936.5,936.5,931.75,936.5,,,,,,,,,,,,,,,,,,,,
09/24/2018,936.5,936.75,931.5,935.25,,,,,,,,,,,,,,,,,,,,
09/25/2018,937,946.25,937,937,,,,,,,,,,,,,,,,,,,,
09/26/2018,938.5,940.75,938.5,938.5,,,,,,,,,,,,,,,,,,,,
09/27/2018,941.5,944,940.5,943.25,,,,,,,,,,,,,,,,,,,,
09/28/2018,937,937,934.75,937,,,,,,,,,,,,,,,,,,,,
10/01/2018,946,949.25,946,946.5,,,,,,,,,,,,,,,,,,,,
10/02/2018,950.25,955,949.75,955,,,,,,,,,,,,,,,,,,,,
10/03/2018,953.5,956.5,952.75,953.75,,,,,,,,,,,,,,,,,,,,
10/04/2018,952,957,951.75,952,,,,,,,,,,,,,,,,,,,,
10/05/2018,959.5,961,947.25,961,,,,,,,,,,,,,,,,,,,,
10/08/2018,960.75,961.75,955.5,959.25,,,,,,,,,,,,,,,,,,,,
10/09/2018,956.25,956.25,952.75,955.5,,,,,,,,,,,,,,,,,,,,
10/10/2018,944.75,944.75,940.75,944,,,,,,,,,,,,,,,,,,,,
10/11/2018,942.75,950.5,940,950.5,,,,,,,,,,,,,,,,,,,,
10/12/2018,955.5,957.5,955.25,957.5,,,,,,,,,,,,,,,,,,,,
10/15/2018,957.75,975.5,957.75,975.5,,,,,,,,,,,,,,,,,,,,
10/16/2018,970.25,970.25,968.25,970.25,,,,,,,,,,,,,,,,,,,,
10/17/2018,969,972,968.5,969,,,,,,,,,,,,,,,,,,,,
10/18/2018,950.5,950.5,950.5,950.5,,,,,,,,,,,,,,,,,,,,
10/19/2018,945.5,947.75,943.25,943.25,,,,,,,,,,,,,,,,,,,,
10/22/2018,948,948,944.75,944.75,,,,,,,,,,,,,,,,,,,,
10/23/2018,943.25,948.5,940.5,944.5,,,,,,,,,,,,,,,,,,,,
10/24/2018,943.25,943.25,941.5,941.75,,,,,,,,,,,,,,,,,,,,
10/25/2018,936.25,938,931.75,933.5,,,,,,,,,,,,,,,,,,,,
10/26/2018,939.25,940,936,936,,,,,,,,,,,,,,,,,,,,
10/29/2018,943.25,943.25,930.5,932,,,,,,,,,,,,,,,,,,,,
10/30/2018,927,933.25,926.75,927,,,,,,,,,,,,,,,,,,,,
10/31/2018,930.75,932,925,930.75,,,,,,,,,,,,,,,,,,,,
11/01/2018,957.5,959.75,929.75,955.5,,,,,,,,,,,,,,,,,,,,
11/02/2018,956.5,964.5,952,957,,,,,,,,,,,,,,,,,,,,
11/05/2018,959,963.75,954,959,,,,,,,,,,,,,,,,,,,,
11/06/2018,958.75,959.5,954.25,958.75,,,,,,,,,,,,,,,,,,,,
11/07/2018,954.75,954.75,953.5,954.75,,,,,,,,,,,,,,,,,,,,
11/08/2018,946.75,956.5,942.5,956.5,,,,,,,,,,,,,,,,,,,,
11/09/2018,961.25,961.5,954,961.25,,,,,,,,,,,,,,,,,,,,
11/12/2018,960.5,960.5,957,960.5,,,,,,,,,,,,,,,,,,,,
11/13/2018,956.5,962.5,956,956.75,,,,,,,,,,,,,,,,,,,,
11/14/2018,961,964,961,963.5,,,,,,,,,,,,,,,,,,,,
11/15/2018,963.25,970.25,960.5,963.25,,,,,,,,,,,,,,,,,,,,
11/16/2018,965,966.75,957.5,963.25,,,,,,,,,,,,,,,,,,,,
11/19/2018,949,950,947.75,949.25,,,,,,,,,,,,,,,,,,,,
11/20/2018,952.25,960,952.25,956.75,,,,,,,,,,,,,,,,,,,,
11/21/2018,958,963.5,954,958,,,,,,,,,,,,,,,,,,,,
11/23/2018,956.75,958.75,955.5,958,,,,,,,,,,,,,,,,,,,,
11/26/2018,943.5,944,939.75,944,,,,,,,,,,,,,,,,,,,,
11/27/2018,954.5,957.5,954.5,954.5,,,,,,,,,,,,,,,,,,,,
11/28/2018,963.75,967.75,963.75,963.75,,,,,,,,,,,,,,,,,,,,
11/29/2018,959,966,958.25,958.75,,,,,,,,,,,,,,,,,,,,
11/30/2018,964,966,964,964,,,,,,,,,,,,,,,,,,,,
12/03/2018,978.5,981.75,973.5,974.5,,,,,,,,,,,,,,,,,,,,
12/04/2018,975.5,979,973.5,978.25,,,,,,,,,,,,,,,,,,,,
12/05/2018,979,980,979,979,,,,,,,,,,,,,,,,,,,,
12/06/2018,970.25,979.5,968.25,978,,,,,,,,,,,,,,,,,,,,
12/07/2018,984.25,984.25,984.25,984.25,,,,,,,,,,,,,,,,,,,,
12/10/2018,981,981,979,981,,,,,,,,,,,,,,,,,,,,
12/11/2018,984.75,985.25,984.75,984.75,,,,,,,,,,,,,,,,,,,,
12/12/2018,991,992,983,987.75,,,,,,,,,,,,,,,,,,,,
12/13/2018,985.5,985.5,977.25,978.25,,,,,,,,,,,,,,,,,,,,
12/14/2018,973.5,979.75,972.75,973.75,,,,,,,,,,,,,,,,,,,,
12/17/2018,976.5,979.25,976.5,976.5,,,,,,,,,,,,,,,,,,,,
12/18/2018,979.75,982.75,979,979.25,,,,,,,,,,,,,,,,,,,,
12/19/2018,975.25,975.25,972.25,973.25,,,,,,,,,,,,,,,,,,,,
12/20/2018,969.5,974.25,966.75,966.75,,,,,,,,,,,,,,,,,,,,
12/21/2018,963,963,960.75,961.75,,,,,,,,,,,,,,,,,,,,
12/24/2018,962.5,963.25,960.25,962.5,,,,,,,,,,,,,,,,,,,,
12/26/2018,954.75,963,951.5,951.5,,,,,,,,,,,,,,,,,,,,
12/27/2018,952.25,956.25,950.75,952.25,,,,,,,,,,,,,,,,,,,,
12/28/2018,964.25,965.75,962,962,,,,,,,,,,,,,,,,,,,,
12/31/2018,961.75,963.25,959,961.75,,,,,,,,,,,,,,,,,,,,
01/02/2019,970,972,970,970,,,,,,,,,,,,,,,,,,,,
01/03/2019,973,973,973,973,,,,,,,,,,,,,,,,,,,,
01/04/2019,975,981,975,980.75,,,,,,,,,,,,,,,,,,,,
01/07/2019,983.5,985.25,982.25,983.5,,,,,,,,,,,,,,,,,,,,
01/08/2019,984,985,977.25,982,,,,,,,,,,,,,,,,,,,,
01/09/2019,986.25,987.75,986,987,,,,,,,,,,,,,,,,,,,,
01/10/2019,985,985,971.75,973.25,,,,,,,,,,,,,,,,,,,,
01/11/2019,973,979,973,977.75,,,,,,,,,,,,,,,,,,,,
01/14/2019,972.25,973.25,970.75,972.75,,,,,,,,,,,,,,,,,,,,
01/15/2019,970.25,970.25,962.25,964.5,,,,,,,,,,,,,,,,,,,,
01/16/2019,962.25,968,962.25,964,,,,,,,,,,,,,,,,,,,,
01/17/2019,966.25,974,964,971.75,,,,,,,,,,,,,,,,,,,,
01/18/2019,975.75,981.25,972,979,,,,,,,,,,,,,,,,,,,,
01/22/2019,979,979.75,966,974,,,,,,,,,,,,,,,,,,,,
01/23/2019,977.5,977.75,975.25,977.75,,,,,,,,,,,,,,,,,,,,
01/24/2019,975.5,979.5,974,977.25,,,,,,,,,,,,,,,,,,,,
01/25/2019,979,983.5,975,983,,,,,,,,,,,,,,,,,,,,
01/28/2019,978.25,980.25,976.75,980.25,,,,,,,,,,,,,,,,,,,,
01/29/2019,976.25,977,976.25,977,,,,,,,,,,,,,,,,,,,,
01/30/2019,977.5,980,976.25,978.25,,,,,,,,,,,,,,,,,,,,
01/31/2019,981.25,982.25,973.75,975,,,,,,,,,,,,,,,,,,,,
02/01/2019,981.75,985,975.75,976.25,,,,,,,,,,,,,,,,,,,,
02/04/2019,975.75,979.5,975,976.5,,,,,,,,,,,,,,,,,,,,
02/05/2019,976.25,978.25,973.75,978.25,,,,,,,,,,,,,,,,,,,,
02/06/2019,979,982.75,978.5,982,,,,,,,,,,,,,,,,,,,,
02/07/2019,980.5,981,974.25,976,,,,,,,,,,,,,,,,,,,,
02/08/2019,976,978,973.5,976.25,,,,,,,,,,,,,,,,,,,,
02/11/2019,976.25,976.25,966.75,969.75,,,,,,,,,,,,,,,,,,,,
02/12/2019,974.5,982.5,972.5,980.75,,,,,,,,,,,,,,,,,,,,
02/13/2019,982,982,976.75,978.5,,,,,,,,,,,,,,,,,,,,
02/14/2019,973.75,974,967.5,968.25,,,,,,,,,,,,,,,,,,,,
02/15/2019,971.25,972.5,966.25,972,,,,,,,,,,,,,,,,,,,,
02/19/2019,972.5,974.5,961,966.5,,,,,,,,,,,,,,,,,,,,
02/20/2019,961.5,969.75,960,968.75,,,,,,,,,,,,,,,,,,,,
02/21/2019,968.5,977.75,966,974,,,,,,,,,,,,,,,,,,,,
02/22/2019,974.5,975.75,971,973.5,,,,,,,,,,,,,,,,,,,,
02/25/2019,979,981.5,973.25,974,,,,,,,,,,,,,,,,,,,,
02/26/2019,972.5,973,965,969.5,,,,,,,,,,,,,,,,,,,,
02/27/2019,969,974.5,966.25,969.25,,,,,,,,,,,,,,,,,,,,
02/28/2019,969.25,970.5,963.5,964.75,,,,,,,,,,,,,,,,,,,,
03/01/2019,970,971.5,957,966.25,,,,,,,,,,,,,,,,,,,,
03/04/2019,966.5,977.25,966.5,972,,,,,,,,,,,,,,,,,,,,
03/05/2019,968,973.75,967,971.5,,,,,,,,,,,,,,,,,,,,
03/06/2019,971.25,971.75,958.25,960.25,,,,,,,,,,,,,,,,,,,,
03/07/2019,963,964.25,955.25,956.5,,,,,,,,,,,,,,,,,,,,
03/08/2019,956.5,958,948,952,,,,,,,,,,,,,,,,,,,,
03/11/2019,952.25,954.5,947,948.5,,,,,,,,,,,,,,,,,,,,
03/12/2019,948.5,956.75,946.75,954.75,,,,,,,,,,,,,,,,,,,,
