"source,text,created_at,retweet_count,favorite_count,is_retweet,id_str"
"Twitter for iPhone,Mexico is doing great at the Border but China is letting us down in that they have not been buying the agricultural products from our great Farmers that they said they would. Hopefully they will start soon!,07-11-2019 14:04:16,11509,50408,false,1149318492711264257"
"Twitter for iPhone,Today on this ""USMCA Day of Action"" thousands of grassroots supporters are urging Congress to pass the great bipartisan USMCA. USMCA = more JOBS for American workers more economic growth and more OPPORTUNITY for our farmers ranchers and businesses. #USMCAnow https://t.co/sYMhKSDu5w,07-10-2019 23:38:33,12373,44032,false,1149100628062474241"
"Twitter for iPhone,The highly respected Farm Journal has just announced my Approval Rating with our great Farmers at 74% and that despite all of the Fake &amp; Corrupt News that they are forced to endure. Farmers have been unfairly treated for many years - and that is turning around FAST!,06-30-2019 00:07:39,23672,101806,false,1145121683193421826"
"Twitter for iPhone,....amounts of agricultural product from our great Farmers. At the request of our High Tech companies and President Xi I agreed to allow Chinese company Huawei to buy product from them which will not impact our  National Security. Importantly we have opened up negotiations...,06-29-2019 22:32:39,14141,80205,false,1145097776658812929"
"Twitter for iPhone,.....amounts of agricultural product from our great Farmers. At the request of our High Tech companies and President Xi I agreed to allow Chinese company Huawei to buy product from them which will not impact our  National Security. Importantly we have opened up negotiations...,06-29-2019 21:22:12,4117,17786,false,1145080047373574144"
"Twitter for iPhone,Our Farmers deserve this they are GREAT! https://t.co/0dFkx0vUkl,06-13-2019 02:34:23,11557,48892,false,1138998016755601408"
"Twitter for iPhone,Beautiful afternoon in Iowa. Thank you to all of our Nation's Farmers. May God bless you and may God Bless America! https://t.co/VYA2bSzMWf,06-12-2019 01:21:39,19975,98546,false,1138617323898724352"
"Twitter for iPhone,On my way to Iowa - just heard nearly 1000 agriculture groups signed a letter urging Congress to approve the USMCA. Our Patriot Farmers &amp; rural America have spoken! Now Congress must do its job &amp; support these great men and women by passing the bipartisan USMCA Trade Agreement!,06-11-2019 17:44:20,19429,79048,false,1138502239109111808"
"Twitter for iPhone,RT @realDonaldTrump: MEXICO HAS AGREED TO IMMEDIATELY BEGIN BUYING LARGE QUANTITIES OF AGRICULTURAL PRODUCT FROM OUR GREAT PATRIOT FARMERS!,06-09-2019 04:09:51,33039,0,true,1137572492468469761"
"Twitter for iPhone,Nervous Nancy Pelosi &amp; the Democrat House are getting nothing done. Perhaps they could lead the way with the USMCA the spectacular &amp; very popular new Trade Deal that replaces NAFTA the worst Trade Deal in the history of the U.S.A. Great for our Farmers Manufacturers &amp; Unions!,06-08-2019 13:43:35,21087,85750,false,1137354486698192896"
"Twitter for iPhone,MEXICO HAS AGREED TO IMMEDIATELY BEGIN BUYING LARGE QUANTITIES OF AGRICULTURAL PRODUCT FROM OUR GREAT PATRIOT FARMERS!,06-08-2019 12:03:41,34068,172961,false,1137329348409778177"
"Twitter for iPhone,Just signed Disaster Aid Bill to help Americans who have been hit by recent catastrophic storms. So important for our GREAT American farmers and ranchers. Help for GA FL IA NE NC and CA. Puerto Rico should love President Trump. Without me they would have been shut out! https://t.co/HXvYYdcNW5,06-06-2019 18:06:50,16690,71959,false,1136695960111931395"
"Twitter for iPhone,House just passed the 19.1 Billion Dollar Disaster Aid Bill. Great now we will get it done in the Senate! Farmers Puerto Rico and all will be very happy.,06-03-2019 23:58:38,5545,24883,false,1135697332593418240"
"Twitter for iPhone,Starting Monday our great Farmers can begin doing business again with Mexico and Canada. They have both taken the tariff penalties off of your great agricultural product. Please be sure that you are treated fairly. Any complaints should immediately go to  @SecretarySonny Perdue!,05-20-2019 02:29:27,18326,69287,false,1130299467121475584"
"Twitter for iPhone,Our great Patriot Farmers will be one of the biggest beneficiaries of what is happening now. Hopefully China will do us the honor of continuing to buy our great farm product the best but if not your Country will be making up the difference based on a very high China buy......,05-14-2019 11:29:35,15910,78617,false,1128261066654408709"
"Twitter for iPhone,....This money will come from the massive Tariffs being paid to the United States for allowing China and others to do business with us. The Farmers have been ""forgotten"" for many years. Their time is now!,05-14-2019 11:29:35,13781,68891,false,1128261067422019584"
"Twitter for iPhone,....We will then spend (match or better) the money that China may no longer be spending with our Great Patriot Farmers (Agriculture) which is a small percentage of total Tariffs received and distribute the food to starving people in nations around the world! GREAT! #MAGA,05-12-2019 21:06:05,15564,73758,false,1127681373966409730"
"Twitter for iPhone,RT @realDonaldTrump: ....If we bought 15 Billion Dollars of Agriculture from our Farmers far more than China buys now we would have more...,05-11-2019 00:11:23,15190,0,true,1127003228552531970"
"Twitter for iPhone,Great Republican vote today on Disaster Relief Bill. We will now work out a bipartisan solution that gets relief for our great States and Farmers. Thank you to all. Get me a Bill that I can quickly sign!,05-10-2019 17:57:00,16267,73539,false,1126909015114637312"
"Twitter for iPhone,Your all time favorite President got tired of waiting for China to help out and start buying from our FARMERS the greatest anywhere in the World!,05-10-2019 12:55:27,21806,116035,false,1126833126179840000"
"Twitter for iPhone,....If we bought 15 Billion Dollars of Agriculture from our Farmers far more than China buys now we would have more than 85 Billion Dollars left over for new Infrastructure Healthcare or anything else. China would greatly slow down and we would automatically speed up!,05-10-2019 12:07:24,15135,70650,false,1126821035146469376"
"Twitter for iPhone,Tariffs will bring in FAR MORE wealth to our Country than even a phenomenal deal of the traditional kind. Also much easier &amp; quicker to do. Our Farmers will do better faster and starving nations can now be helped. Waivers on some products will be granted or go to new source!,05-10-2019 11:46:16,14080,68357,false,1126815715682656256"
"Twitter for iPhone,....agricultural products from our Great Farmers in larger amounts than China ever did and ship it to poor &amp; starving countries in the form of humanitarian assistance. In the meantime we will continue to negotiate with China in the hopes that they do not again try to redo deal!,05-10-2019 11:43:56,6557,25567,false,1126815129218293760"
"Twitter for iPhone,....agricultural products from our Great Farmers in larger amounts than China ever did and ship it to poor &amp; starving countries in the form of humanitarian assistance. In the meantime we will continue to negotiate with China in the hopes that they do not again try to redo deal!,05-10-2019 11:22:22,582,1495,false,1126809700304076800"
"Twitter for iPhone,Tariffs will bring in FAR MORE wealth to our Country than even a phenomenal deal of the traditional kind. Also much easier &amp; quicker to do. Our Farmers will do better faster and starving nations can now be helped. Waivers on some products will be granted or go to new source!,05-10-2019 11:22:22,717,2015,false,1126809701449179136"
"Twitter for iPhone,....If we bought 15 Billion Dollars of Agriculture from our Farmers far more than China buys now we would have more than 85 Billion Dollars left over for new Infrastructure Healthcare or anything else. China would greatly slow down and we would automatically speed up!,05-10-2019 11:22:22,807,2213,false,1126809702535503872"
"Twitter for iPhone,Tariffs will bring in FAR MORE wealth to our Country than even a phenomenal deal of the traditional kind. Also much easier &amp; quicker to do. Our Farmers will do better faster and starving nations can now be helped. Waivers on some products will be granted or go to new source!,05-10-2019 11:22:21,54,171,false,1126809698085285888"
"Twitter for iPhone,....agricultural products from our Great Farmers in larger amounts than China ever did and ship it to poor &amp; starving countries in the form of humanitarian assistance. In the meantime we will continue to negotiate with China in the hopes that they do not again try to redo deal!,05-10-2019 10:53:56,813,2359,false,1126802543928061952"
"Twitter for iPhone,Tariffs will bring in FAR MORE wealth to our country than even a phenomenal deal of the traditional kind. Also much easier &amp; quicker to do. Our Farmers will do better faster and starving nations can now be helped. Waivers on some products will be granted or go to new source!,05-10-2019 10:53:56,1747,7112,false,1126802544708280320"
"Twitter for iPhone,....If we bought 15 Billion Dollars of Agriculture from our Farmers far more than China buys now we would have more than 85 Billion Dollars left over for new Infrastructure Healthcare or anything else. China would greatly slow down and we would automatically speed up!,05-10-2019 10:53:56,2018,7868,false,1126802545500938240"
"Twitter for iPhone,House Republicans should not vote for the BAD DEMOCRAT Disaster Supplemental Bill which hurts our States Farmers &amp; Border Security. Up for vote tomorrow. We want to do much better than this. All sides keep working and send a good BILL for immediate signing!,05-09-2019 23:11:00,19101,77206,false,1126625647214964737"
"Twitter for iPhone,....Alabama Iowa Nebraska Georgia South Carolina North Carolina and others unless much more money is given to Puerto Rico. The Dems don't want farmers to get any help. Puerto Rico should be very happy and the Dems should stop blocking much needed Disaster Relief!,05-06-2019 13:48:41,24932,99217,false,1125396971852845056"
"Twitter for iPhone,....The best thing that ever happened to Puerto Rico is President Donald J. Trump. So many wonderful people but with such bad Island leadership and with so much money wasted. Cannot continue to hurt our Farmers and States with these massive payments and so little appreciation!,04-02-2019 11:45:26,18517,85911,false,1113044765405315073"
"Twitter for iPhone,....the crazed and incompetent Mayor of San Juan have done such a poor job  of bringing the Island back to health. 91 Billion Dollars to Puerto Rico and now the Dems want to give them more taking dollars away from our Farmers and so many others. Disgraceful!,04-02-2019 03:38:29,19737,76318,false,1112922221037719552"
"Twitter for iPhone,The Democrats today killed a Bill that would have provided great relief to Farmers and yet more money to Puerto Rico despite the fact that Puerto Rico has already been scheduled to receive more hurricane relief funding than any ""place"" in history. The people of Puerto Rico.....,04-02-2019 02:50:20,18606,66931,false,1112910106004504576"
"Twitter for iPhone,Democrats should stop fighting Sen. David Perdue's disaster relief bill. They are blocking funding and relief for our great farmers and rural America!,04-01-2019 16:47:16,24530,93258,false,1112758339958697984"
"Twitter for iPhone,Just spoke w/ @GovRicketts. The people of Nebraska &amp; across the Midwest especially the Farmers &amp; Ranchers are feeling the impacts from severe weather. The first responders &amp; emergency response teams have done a great job dealing w/ record flooding high winds &amp; road closures.,03-15-2019 21:16:15,15795,75392,false,1106665436865851394"
"Twitter for iPhone,....and I did not increase their second traunch of Tariffs to 25% on March 1st. This is very important for our great farmers - and me!,03-01-2019 23:08:11,18029,104452,false,1101620176947236866"
"Twitter for iPhone,If a deal is made with China our great American Farmers will be treated better than they have ever been treated before!,02-26-2019 00:04:49,21455,111613,false,1100184874466664448"
"Twitter for iPhone,RT @PressSec: President @realDonaldTrump delivers more great news for our farmers. https://t.co/ACq0ujTFTS,02-24-2019 03:40:28,16242,0,true,1099514371590508544"
"Twitter for iPhone,Looking for China to open their Markets not only to Financial Services which they are now doing but also to our Manufacturing Farmers and other U.S. businesses and industries. Without this a deal would be unacceptable!,01-31-2019 14:56:15,15779,73305,false,1090987128480301056"
"Twitter for iPhone,Getting ready to address the Farm Convention today in Nashville Tennessee. Love our farmers love Tennessee - a great combination! See you in a little while.,01-14-2019 12:32:38,711,3080,false,1084790393764364288"
"Twitter for iPhone,Today I am making good on my promise to defend our Farmers &amp; Ranchers from unjustified trade retaliation by foreign nations. I have authorized Secretary Perdue to implement the 2nd round of Market Facilitation Payments. Our economy is stronger than ever-we stand with our Farmers!,12-17-2018 21:14:10,25031,112625,false,1074774781420015618"
"Twitter for iPhone,Farmers will be a a very BIG and FAST beneficiary of our deal with China. They intend to start purchasing agricultural product immediately. We make the finest and cleanest product in the World and that is what China wants. Farmers I LOVE YOU!,12-03-2018 13:01:08,26165,116728,false,1069577273819443200"
"Twitter for iPhone,Events in Pittsburgh are far more devastating than originally thought. Spoke with Mayor and Governor to inform them that the Federal Government has been and will be with them all the way. I will speak to the media shortly and make further statement at Future Farmers of America.,10-27-2018 16:26:23,19942,88602,false,1056220576098992129"
"Twitter for iPhone,Just arrived in Florida. Also thinking about our GREAT Alabama farmers and our many friends in North and South Carolina today. We are with you!,10-15-2018 15:45:43,12979,71582,false,1051861686842474496"
"Twitter for iPhone,Happy #NationalFarmersDay! With the recent #USMCA our GREAT FARMERS will do better than ever before!! https://t.co/PMS4z2EScY,10-12-2018 19:37:27,8398,38336,false,1050832839678353410"
"Twitter for iPhone,Will be going to Iowa tonight for Rally and more! The Farmers (and all) are very happy with USMCA!,10-09-2018 13:10:01,11636,55642,false,1049648174896504832"
"Twitter for iPhone,....deficiencies and mistakes in NAFTA greatly opens markets to our Farmers and Manufacturers reduces Trade Barriers to the U.S. and will bring all three Great Nations together in competition with the rest of the world. The USMCA is a historic transaction!,10-01-2018 10:53:28,18158,79307,false,1046714711268622336"
"Twitter for iPhone,.....deficiencies and mistakes in NAFTA greatly opens markets to our Farmers and Manufacturers reduce Trade Barriers to the U.S. and will bring all three Great Nations closer together in competition with the rest of the world. The USMCA is a historic transaction!,10-01-2018 10:40:24,1921,6809,false,1046711423227842560"
"Twitter for iPhone,China is actually placing propaganda ads in the Des Moines Register and other papers made to look like news. That's because we are beating them on Trade opening markets and the farmers will make a fortune when this is over! https://t.co/ppdvTX7oz1,09-26-2018 17:26:54,19303,59948,false,1045001780092956672"
"Twitter for iPhone,RT @GOP: ""We're fighting every day for our factories our ranchers our great miners our farmers and we are now the largest producer of e...,09-21-2018 20:22:11,7853,0,true,1043233954575208449"
"Twitter for iPhone,.....China has been taking advantage of the United States on Trade for many years. They also know that I am the one that knows how to stop it. There will be great and fast economic retaliation against China if our farmers ranchers and/or industrial workers are targeted!,09-18-2018 12:55:04,16569,67518,false,1042034269374361600"
"Twitter for iPhone,China has openly stated that they are actively trying to impact and change our election by attacking our farmers ranchers and industrial workers because of their loyalty to me. What China does not understand is that these people are great patriots and fully understand that.....,09-18-2018 12:50:29,20397,86435,false,1042033116695670786"
"Twitter for iPhone,Senator Debbie Stabenow and the Democrats are totally against approving the Farm Bill. They are fighting tooth and nail to not allow our Great Farmers to get what they so richly deserve. Work requirements are imperative and the Dems are a NO. Not good!,09-13-2018 17:56:41,21003,69694,false,1040298233359200258"
"Twitter for iPhone,The Trump Economy is booming with help of House and Senate GOP. #FarmBill with SNAP work  requirements will bolster farmers and get America back to work. Pass the Farm Bill with SNAP work requirements!,09-05-2018 13:21:07,13994,60250,false,1037329782671859712"
"Twitter for iPhone,Our new Trade Deal with Mexico focuses on FARMERS GROWTH for our country tearing down TRADE BARRIERS JOBS and having companies continue to POUR BACK INTO OUR COUNTRY. It will be a big hit!,08-29-2018 02:19:58,18883,79471,false,1034626683066826753"
"Twitter for iPhone,I have asked Secretary of State @SecPompeo to closely study the South Africa land and farm seizures and expropriations and the large scale killing of farmers. ""South African Government is now seizing land from white farmers."" @TuckerCarlson @FoxNews,08-23-2018 02:28:45,46100,135647,false,1032454567152246785"
"Twitter for iPhone,I have asked Secretary of State @MikePompeo4USA to closely study the South Africa land and farm seizures and expropriations and the large scale killing of farmers. ""South African Government is now seizing land from white farmers."" @TuckerCarlson  @FoxNews,08-23-2018 02:18:54,2761,7328,false,1032452086166904832"
"Twitter for iPhone,Deal with Mexico is coming along nicely. Autoworkers and farmers must be taken care of or there will be no deal. New President of Mexico has been an absolute gentleman. Canada must wait. Their Tariffs and Trade Barriers are far too high. Will tax cars if we can't make a deal!,08-10-2018 23:12:58,24781,101159,false,1028056640422068225"
"Twitter for iPhone,When the House and Senate meet on the very important Farm Bill - we love our farmers - hopefully they will be able to leave the WORK REQUIREMENTS FOR FOOD STAMPS PROVISION that the House approved. Senate should go to 51 votes!,08-02-2018 18:57:44,13769,63019,false,1025093306664009728"
"Twitter for iPhone,European Union representatives told me that they would start buying soybeans from our great farmers immediately. Also they will be buying vast amounts of LNG!,07-26-2018 01:07:28,20220,91623,false,1022287249432563712"
"Twitter for iPhone,China is targeting our farmers who they know I love &amp; respect as a way of getting me to continue allowing them to take advantage of the U.S. They are being vicious in what will be their failed attempt. We were being nice - until now! China made $517 Billion on us last year.,07-25-2018 11:20:28,21332,82825,false,1022079127799701504"
"Twitter for iPhone,Every time I see a weak politician asking to stop Trade talks or the use of Tariffs to counter unfair Tariffs I wonder what can they be thinking? Are we just going to continue and let our farmers and country get ripped off?  Lost $817 Billion on Trade last year. No weakness!,07-25-2018 11:01:05,21625,88799,false,1022074252999225344"
"Twitter for iPhone,Farmers have been on a downward trend for 15 years. The price of soybeans has fallen 50% since 5 years before the Election. A big reason is bad (terrible) Trade Deals with other countries. They put on massive Tariffs and Barriers. Canada charges 275% on Dairy. Farmers will WIN!,07-20-2018 13:04:44,18755,75987,false,1020293430398935040"
"Twitter for iPhone,RT @realDonaldTrump: I am in Brussels but always thinking about our farmers. Soy beans fell 50% from 2012 to my election. Farmers have don...,07-11-2018 21:10:31,17360,0,true,1017154189569527809"
"Twitter for iPhone,...things up better than ever before but it can't go too quickly. I am fighting for a level playing field for our farmers and will win!,07-11-2018 12:40:32,13687,70612,false,1017025848409550848"
"Twitter for iPhone,I am in Brussels but always thinking about our farmers. Soy beans fell 50% from 2012 to my election. Farmers have done poorly for 15 years. Other countries' trade barriers and tariffs have been destroying their businesses. I will open...,07-11-2018 12:40:31,17371,81131,false,1017025845905494016"
"Twitter for iPhone,The European Union makes it impossible for our farmers and workers and companies to do business in Europe (U.S. has a $151 Billion trade deficit) and then they want us to happily defend them through NATO and nicely pay for it. Just doesn't work!,07-10-2018 18:52:21,24458,99823,false,1016757033071079424"
"Twitter for iPhone,....We are getting other countries to reduce and eliminate tariffs and trade barriers that have been unfairly used for years against our farmers workers and companies. We are opening up closed markets and expanding our footprint. They must play fair or they will pay tariffs!,06-26-2018 11:25:01,13946,64592,false,1011571026034089984"
"Twitter for iPhone,Farm Bill just passed in the House. So happy to see work requirements included. Big win for the farmers!,06-21-2018 20:46:10,15866,76785,false,1009900306694656002"
"Twitter for iPhone,Why should I as President of the United States allow countries to continue to make Massive Trade Surpluses as they have for decades while our Farmers Workers &amp; Taxpayers have such a big and unfair price to pay? Not fair to the PEOPLE of America! $800 Billion Trade Deficit...,06-11-2018 01:17:17,33611,142661,false,1005982266496094209"
"Twitter for iPhone,Based on Justin's false statements at his news conference and the fact that Canada is charging massive Tariffs to our U.S. farmers workers and companies I have instructed our U.S. Reps not to endorse the Communique as we look at Tariffs on automobiles flooding the U.S. Market!,06-09-2018 23:03:16,33199,131937,false,1005586152076689408"
"Twitter for iPhone,The United States will not allow other countries to impose massive Tariffs and Trade Barriers on its farmers workers and companies. While sending their product into our country tax free. We have put up with Trade Abuse for many decades - and that is long enough.,06-09-2018 20:57:12,30027,125475,false,1005554429087514624"
"Twitter for iPhone,Canada charges the U.S. a 270%  tariff on Dairy Products! They didn't tell you that did they? Not fair to our farmers!,06-08-2018 10:16:39,26419,95015,false,1005030839019802625"
"Twitter for iPhone,Why isn't the European Union and Canada informing the public that for years they have used massive Trade Tariffs and non-monetary Trade Barriers against the U.S. Totally unfair to our farmers workers &amp; companies. Take down your tariffs &amp; barriers or we will more than match you!,06-08-2018 02:15:37,27161,98572,false,1004909785547001856"
"Twitter for iPhone,Prime Minister Trudeau is being so indignant bringing up the relationship that the U.S. and Canada had over the many years and all sorts of other things...but he doesn't bring up the fact that they charge us up to 300% on dairy - hurting our Farmers killing our Agriculture!,06-07-2018 23:44:47,30132,110156,false,1004871827406061573"
"Twitter for iPhone,Please tell Prime Minister Trudeau and President Macron that they are charging the U.S. massive tariffs and create non-monetary barriers. The EU trade surplus with the U.S. is $151 Billion and Canada keeps our farmers and others out. Look forward to seeing them tomorrow.,06-07-2018 22:04:04,23855,92673,false,1004846478253273088"
"Twitter for iPhone,Farmers have not been doing well for 15 years. Mexico Canada China and others have treated them unfairly. By the time I finish trade talks that will change. Big trade barriers against U.S. farmers and other businesses will finally be broken. Massive trade deficits no longer!,06-04-2018 13:47:43,19743,81839,false,1003634405036961793"
"Twitter for iPhone,Canada has treated our Agricultural business and Farmers very poorly for a very long period of time. Highly restrictive on Trade! They must open their markets and take down their trade barriers! They report a really high surplus on trade with us. Do Timber &amp; Lumber in U.S.?,06-01-2018 13:18:21,19358,81997,false,1002539852171304960"
"Twitter for iPhone,Under our potential deal with China they will purchase from our Great American Farmers practically as much as our Farmers can produce.,05-21-2018 13:16:31,20464,93452,false,998553122179084290"
"Twitter for iPhone,China has agreed to buy massive amounts of ADDITIONAL Farm/Agricultural Products - would be one of the best things to happen to our farmers in many years!,05-21-2018 11:27:42,17347,80202,false,998525737593376768"
"Twitter for iPhone,Tomorrow the House will vote on a strong Farm Bill which includes work requirements. We must support our Nation's great farmers!,05-17-2018 22:14:23,14313,73335,false,997238932311068674"
"Twitter for iPhone,Our Nation was founded by farmers. Our independence was won by farmers. And our continent was tamed by farmers. Our farmers always lead the way -- we are PROUD of them and we are DELIVERING for them! #NationalAgricultureDay,03-20-2018 15:36:23,33993,140902,false,976120272435793920"
"Twitter for iPhone,Secretary of Commerce Wilbur Ross will be speaking with representatives of the European Union about eliminating the large Tariffs and Barriers they use against the U.S.A. Not fair to our farmers and manufacturers.,03-12-2018 12:20:03,15345,67502,false,973171763835228162"
"Twitter for iPhone,...treat our farmers much better. Highly restrictive. Mexico must do much more on stopping drugs from pouring into the U.S. They have not done what needs to be done. Millions of people addicted and dying.,03-05-2018 11:53:48,18135,86041,false,970628441115643904"
"Twitter for iPhone,We are fighting for our farmers for our country and for our GREAT AMERICAN FLAG. We want our flag respected - and we want our NATIONAL ANTHEM respected also! https://t.co/16eOLXg6Fi,01-08-2018 23:19:47,22044,104968,,950507353094356993"
"Twitter for iPhone,We have been working every day to DELIVER for America's Farmers just as they work every day to deliver FOR US. #AFBF18 https://t.co/QDH7fvFkZ7,01-08-2018 22:58:13,11561,57809,,950501926227136512"
"Twitter for iPhone,Happy #NationalFarmersDay!??https://t.co/dN39R1IMlA https://t.co/QbUG1pztaI,10-12-2017 20:19:32,11002,50217,false,918571860308254720"
"Twitter for iPhone,Canada has made business for our dairy farmers in Wisconsin and other border states very difficult. We will not stand for this. Watch!,04-25-2017 12:30:15,14456,62127,false,856847826663460865"
"Twitter for iPhone,Today on #NationalAgDay we honor our great American farmers &amp; ranchers. Their hard work &amp; dedication are ingrained... https://t.co/IpGRhly2zj,03-21-2017 18:12:05,14861,67189,false,844250273740738562"
"Twitter for iPhone,Departing Farmers Round Table in Boynton Beach Florida. Get out &amp; VOTE- lets #MAGA! EARLY VOTING BY FL. COUNTY:... https://t.co/MgJxNbxRga,10-24-2016 15:55:44,6703,16155,false,790582555871326208"
"Twitter for iPhone,Hillary Clinton just lost every Republican she ever had including Never Trump all farmers &amp; sm. biz by saying she'll tax estates at 65%.,09-23-2016 17:26:56,19749,39606,false,779371482329837568"
"Twitter Web Client,.@TigerWoods is playing like his old self in the Farmers Insurance Open.  He will have a great year.,01-28-2013 20:46:11,281,116,false,295996213008932864"
"Twitter Web Client,@Farmersagentn8  Thanks we'll see!,01-11-2013 15:02:59,0,0,false,289749249678249984"
""
